timestamp,open,high,low,close,volume
2020-01-01 00:00:00,100.0497,100.0836,100.0322,100.0497,6111
2020-01-01 00:01:00,100.0497,100.065,100.0217,100.0358,1999
2020-01-01 00:02:00,100.0358,100.1305,99.989,100.1006,3643
2020-01-01 00:03:00,100.1006,100.2586,100.0716,100.2531,1066
2020-01-01 00:04:00,100.2531,100.3131,100.1549,100.2296,5883
2020-01-01 00:05:00,100.2296,100.2683,100.1734,100.2061,8805
2020-01-01 00:06:00,100.2061,100.4146,100.106,100.3644,3674
2020-01-01 00:07:00,100.3644,100.4807,100.2862,100.4414,140
2020-01-01 00:08:00,100.4414,100.484,100.3826,100.3943,7081
2020-01-01 00:09:00,100.3943,100.4898,100.2855,100.4487,362
2020-01-01 00:10:00,100.4487,100.495,100.3619,100.4022,8245
2020-01-01 00:11:00,100.4022,100.4449,100.3329,100.3554,9324
2020-01-01 00:12:00,100.3554,100.4457,100.326,100.3797,1919
2020-01-01 00:13:00,100.3797,100.4031,100.1352,100.1876,227
2020-01-01 00:14:00,100.1876,100.2289,99.9887,100.0148,2678
2020-01-01 00:15:00,100.0148,100.0169,99.955,99.9586,5951
2020-01-01 00:16:00,99.9586,100.0123,99.7905,99.8574,8037
2020-01-01 00:17:00,99.8574,99.9116,99.7816,99.8887,3311
2020-01-01 00:18:00,99.8887,99.9244,99.7502,99.798,9185
2020-01-01 00:19:00,99.798,99.8876,99.5664,99.6571,2906
2020-01-01 00:20:00,99.6571,99.8802,99.5468,99.8031,2379
2020-01-01 00:21:00,99.8031,99.8333,99.7704,99.7806,7176
2020-01-01 00:22:00,99.7806,99.8553,99.7732,99.7874,5787
2020-01-01 00:23:00,99.7874,99.7906,99.6284,99.6452,8026
2020-01-01 00:24:00,99.6452,99.6833,99.5444,99.5909,1887
2020-01-01 00:25:00,99.5909,99.6756,99.5225,99.602,4832
2020-01-01 00:26:00,99.602,99.6142,99.3941,99.4873,2279
2020-01-01 00:27:00,99.4873,99.5374,99.4429,99.5247,8468
2020-01-01 00:28:00,99.5247,99.6095,99.4608,99.4649,3223
2020-01-01 00:29:00,99.4649,99.4691,99.4136,99.4359,5765
2020-01-01 00:30:00,99.4359,99.4769,99.3552,99.3761,8313
2020-01-01 00:31:00,99.3761,99.6072,99.3172,99.5602,752
2020-01-01 00:32:00,99.5602,99.5853,99.4935,99.5588,3490
2020-01-01 00:33:00,99.5588,99.5858,99.4303,99.4535,9074
2020-01-01 00:34:00,99.4535,99.6337,99.4173,99.5353,8459
2020-01-01 00:35:00,99.5353,99.56,99.4067,99.4138,9353
2020-01-01 00:36:00,99.4138,99.4497,99.3694,99.4346,9164
2020-01-01 00:37:00,99.4346,99.4501,99.2324,99.2397,1881
2020-01-01 00:38:00,99.2397,99.2704,99.0476,99.1079,5966
2020-01-01 00:39:00,99.1079,99.2258,99.0325,99.1274,7183
2020-01-01 00:40:00,99.1274,99.2067,99.1101,99.2006,9688
2020-01-01 00:41:00,99.2006,99.2284,99.1971,99.2176,8923
2020-01-01 00:42:00,99.2176,99.2305,99.0736,99.2061,1701
2020-01-01 00:43:00,99.2061,99.2123,99.1224,99.1763,2981
2020-01-01 00:44:00,99.1763,99.2173,98.9894,99.0296,9742
2020-01-01 00:45:00,99.0296,99.0356,98.9114,98.9584,1963
2020-01-01 00:46:00,98.9584,98.9807,98.8778,98.9128,7433
2020-01-01 00:47:00,98.9128,99.0277,98.8723,99.0173,821
2020-01-01 00:48:00,99.0173,99.074,98.9769,99.0514,7342
2020-01-01 00:49:00,99.0514,99.0728,98.7967,98.8767,7673
2020-01-01 00:50:00,98.8767,98.9964,98.7743,98.9088,7953
2020-01-01 00:51:00,98.9088,98.9403,98.8528,98.8707,342
2020-01-01 00:52:00,98.8707,98.9039,98.7322,98.8038,7005
2020-01-01 00:53:00,98.8038,98.9184,98.7341,98.8642,4738
2020-01-01 00:54:00,98.8642,99.0208,98.8358,98.9661,4472
2020-01-01 00:55:00,98.9661,99.0798,98.9228,99.0583,4745
2020-01-01 00:56:00,99.0583,99.0693,98.9361,98.9752,5527
2020-01-01 00:57:00,98.9752,99.0584,98.8897,98.9445,8694
2020-01-01 00:58:00,98.9445,99.001,98.8831,98.9773,1553
2020-01-01 00:59:00,98.9773,99.1452,98.872,99.0739,9288
2020-01-01 01:00:00,99.0739,99.0808,99.0041,99.0264,4271
2020-01-01 01:01:00,99.0264,99.0382,98.9818,99.008,6582
2020-01-01 01:02:00,99.008,99.0519,98.8615,98.8985,7008
2020-01-01 01:03:00,98.8985,98.9866,98.7525,98.7802,5669
2020-01-01 01:04:00,98.7802,98.9279,98.6947,98.8604,3601
2020-01-01 01:05:00,98.8604,98.9971,98.7739,98.9945,1286
2020-01-01 01:06:00,98.9945,99.0082,98.956,98.9874,1481
2020-01-01 01:07:00,98.9874,99.1082,98.9633,99.0867,6913
2020-01-01 01:08:00,99.0867,99.1333,99.08,99.1226,2004
2020-01-01 01:09:00,99.1226,99.14,99.015,99.0586,1852
2020-01-01 01:10:00,99.0586,99.1163,99.0218,99.0944,2054
2020-01-01 01:11:00,99.0944,99.3022,99.0607,99.2468,5371
2020-01-01 01:12:00,99.2468,99.2958,99.239,99.2433,637
2020-01-01 01:13:00,99.2433,99.4214,99.1849,99.3986,7682
2020-01-01 01:14:00,99.3986,99.4442,99.1171,99.1382,2490
2020-01-01 01:15:00,99.1382,99.235,99.0966,99.2196,8030
2020-01-01 01:16:00,99.2196,99.2609,99.1538,99.2283,9482
2020-01-01 01:17:00,99.2283,99.2818,99.1824,99.1986,4036
2020-01-01 01:18:00,99.1986,99.2255,99.1862,99.2077,1595
2020-01-01 01:19:00,99.2077,99.2593,99.0025,99.0105,6316
2020-01-01 01:20:00,99.0105,99.102,98.9752,98.9888,4623
2020-01-01 01:21:00,98.9888,99.0889,98.96,99.0241,3470
2020-01-01 01:22:00,99.0241,99.184,98.8808,99.1705,1359
2020-01-01 01:23:00,99.1705,99.2482,99.06,99.1191,5926
2020-01-01 01:24:00,99.1191,99.1488,98.9501,99.0389,4175
2020-01-01 01:25:00,99.0389,99.0476,98.9589,98.9892,3130
2020-01-01 01:26:00,98.9892,99.1278,98.9364,99.0799,4795
2020-01-01 01:27:00,99.0799,99.1809,99.0731,99.1124,196
2020-01-01 01:28:00,99.1124,99.1506,99.0506,99.0599,9611
2020-01-01 01:29:00,99.0599,99.1854,99.0106,99.1108,4601
2020-01-01 01:30:00,99.1108,99.1421,99.1081,99.1204,9006
2020-01-01 01:31:00,99.1204,99.2729,99.0811,99.2164,2594
2020-01-01 01:32:00,99.2164,99.3383,99.0814,99.1467,2846
2020-01-01 01:33:00,99.1467,99.1954,99.0714,99.1143,4143
2020-01-01 01:34:00,99.1143,99.1199,99.0457,99.0754,5239
2020-01-01 01:35:00,99.0754,99.1546,98.8779,98.9304,684
2020-01-01 01:36:00,98.9304,98.993,98.8825,98.9597,1053
2020-01-01 01:37:00,98.9597,99.0006,98.8687,98.9855,2997
2020-01-01 01:38:00,98.9855,99.0058,98.8992,98.986,7628
2020-01-01 01:39:00,98.986,99.0149,98.9277,98.9628,2130
2020-01-01 01:40:00,98.9628,99.0324,98.7284,98.8227,693
2020-01-01 01:41:00,98.8227,98.8327,98.7421,98.7812,1931
2020-01-01 01:42:00,98.7812,98.885,98.6702,98.7473,8647
2020-01-01 01:43:00,98.7473,98.7806,98.6271,98.6681,9968
2020-01-01 01:44:00,98.6681,98.7104,98.6252,98.6522,6699
2020-01-01 01:45:00,98.6522,98.719,98.6266,98.692,211
2020-01-01 01:46:00,98.692,98.906,98.6871,98.8782,4570
2020-01-01 01:47:00,98.8782,98.9008,98.8528,98.8955,9136
2020-01-01 01:48:00,98.8955,98.9247,98.8336,98.9209,2273
2020-01-01 01:49:00,98.9209,98.9859,98.891,98.9136,3178
2020-01-01 01:50:00,98.9136,98.948,98.6442,98.7238,1483
2020-01-01 01:51:00,98.7238,98.8158,98.7134,98.7212,6821
2020-01-01 01:52:00,98.7212,98.7602,98.6986,98.7271,4070
2020-01-01 01:53:00,98.7271,98.9747,98.6629,98.9703,461
2020-01-01 01:54:00,98.9703,98.9842,98.9365,98.9513,8970
2020-01-01 01:55:00,98.9513,98.9872,98.9407,98.9811,5178
2020-01-01 01:56:00,98.9811,99.0031,98.9625,98.9777,2911
2020-01-01 01:57:00,98.9777,98.9991,98.8178,98.862,2922
2020-01-01 01:58:00,98.862,99.0122,98.8379,98.975,9579
2020-01-01 01:59:00,98.975,99.105,98.9098,99.0494,4995
2020-01-01 02:00:00,99.0494,99.2518,99.0084,99.1277,8566
2020-01-01 02:01:00,99.1277,99.1517,99.0256,99.0376,1005
2020-01-01 02:02:00,99.0376,99.2112,98.9513,99.1765,8241
2020-01-01 02:03:00,99.1765,99.2562,98.9986,99.0375,1982
2020-01-01 02:04:00,99.0375,99.1095,98.9841,99.0956,591
2020-01-01 02:05:00,99.0956,99.319,99.0254,99.3127,7911
2020-01-01 02:06:00,99.3127,99.3362,99.0356,99.2143,8832
2020-01-01 02:07:00,99.2143,99.3494,99.1561,99.1581,2986
2020-01-01 02:08:00,99.1581,99.1762,99.0877,99.168,6232
2020-01-01 02:09:00,99.168,99.225,99.0679,99.1181,555
2020-01-01 02:10:00,99.1181,99.1341,98.9151,98.9644,750
2020-01-01 02:11:00,98.9644,99.0224,98.8766,98.9712,9604
2020-01-01 02:12:00,98.9712,99.0135,98.8453,98.866,1404
2020-01-01 02:13:00,98.866,98.9264,98.8414,98.9128,4612
2020-01-01 02:14:00,98.9128,98.9649,98.8061,98.8219,3709
2020-01-01 02:15:00,98.8219,98.9986,98.8129,98.9751,9095
2020-01-01 02:16:00,98.9751,99.0341,98.8818,98.8975,9089
2020-01-01 02:17:00,98.8975,98.9882,98.7884,98.8657,3484
2020-01-01 02:18:00,98.8657,98.9965,98.8421,98.9461,4804
2020-01-01 02:19:00,98.9461,99.0102,98.8093,98.8243,5827
2020-01-01 02:20:00,98.8243,98.8556,98.8157,98.8468,9372
2020-01-01 02:21:00,98.8468,99.0133,98.8355,98.976,9605
2020-01-01 02:22:00,98.976,99.0065,98.7223,98.8169,2745
2020-01-01 02:23:00,98.8169,98.8759,98.7883,98.8352,7216
2020-01-01 02:24:00,98.8352,98.872,98.8012,98.8608,5529
2020-01-01 02:25:00,98.8608,98.9934,98.7898,98.9381,2153
2020-01-01 02:26:00,98.9381,98.996,98.7587,98.8158,3614
2020-01-01 02:27:00,98.8158,98.8232,98.6281,98.6853,409
2020-01-01 02:28:00,98.6853,98.8223,98.6838,98.7368,9076
2020-01-01 02:29:00,98.7368,98.7855,98.6343,98.7661,5100
2020-01-01 02:30:00,98.7661,98.7925,98.7441,98.7908,5221
2020-01-01 02:31:00,98.7908,98.8673,98.7051,98.8251,5822
2020-01-01 02:32:00,98.8251,98.8477,98.6903,98.7579,6997
2020-01-01 02:33:00,98.7579,98.8504,98.7199,98.7808,5594
2020-01-01 02:34:00,98.7808,98.8136,98.6992,98.8098,7739
2020-01-01 02:35:00,98.8098,98.8619,98.6842,98.7392,9906
2020-01-01 02:36:00,98.7392,98.9777,98.7073,98.9234,9114
2020-01-01 02:37:00,98.9234,99.0011,98.8704,98.9703,9619
2020-01-01 02:38:00,98.9703,98.9951,98.8428,98.8524,157
2020-01-01 02:39:00,98.8524,98.9772,98.8472,98.9173,1348
2020-01-01 02:40:00,98.9173,98.9911,98.8038,98.8209,9741
2020-01-01 02:41:00,98.8209,98.907,98.7825,98.8986,6136
2020-01-01 02:42:00,98.8986,99.0272,98.8617,99.0132,617
